id,predicted_lgbm
0.0,0.9213290447064443
2.0,0.754274399956567
4.0,0.40669984488144995
7.0,0.6805985936089439
15.0,0.47937280484641004
26.0,0.0834254957198038
44.0,0.7767243860754788
45.0,0.032409286311958725
57.0,0.9334411133426995
66.0,0.0382985488874653
77.0,0.6205822159814645
79.0,0.8204075174570444
86.0,0.6567819057001406
89.0,0.43806538387853483
90.0,0.6080534955693858
105.0,0.010552856875336789
120.0,0.009604185013670092
123.0,0.06309401472452064
125.0,0.9658672302456859
129.0,0.6041002705736758
143.0,0.024444625068776385
151.0,0.1727531345462335
153.0,0.14924462818271195
154.0,0.9452472551370774
157.0,0.5554560450476003
167.0,0.09505930429004744
170.0,0.206804344935491
171.0,0.19694111624040156
177.0,0.7858542896489027
181.0,0.7364966725564385
187.0,0.6891240946684364
193.0,0.05754705224242895
194.0,0.13927851111252984
199.0,0.8710789078221567
201.0,0.4733051267929007
212.0,0.9352663137580327
219.0,0.5691805466328962
220.0,0.25668673248832713
222.0,0.6608828249605212
224.0,0.7910998868080708
225.0,0.9385208332068659
227.0,0.1298923936672349
232.0,0.0667243724273697
247.0,0.022239787971157485
248.0,0.7695382941290859
262.0,0.4122328230155409
269.0,0.06152682874056458
272.0,0.8871946920206638
278.0,0.9345951685628294
290.0,0.49200922322533824
291.0,0.07034340385294996
296.0,0.018204786341091645
307.0,0.7527673398217817
309.0,0.018319707335724862
310.0,0.8519045351796249
316.0,0.131748023073512
324.0,0.9569119407970457
326.0,0.05866831768078485
341.0,0.7164344090810495
365.0,0.9382245367636801
371.0,0.2338122555707929
376.0,0.8377161484410443
380.0,0.09603511104330084
388.0,0.23138921221743194
389.0,0.0680488864625356
412.0,0.8512050717409811
413.0,0.8415116666578639
416.0,0.4721930934545003
420.0,0.6507159061289188
427.0,0.4225587162721394
429.0,0.7729742842079681
446.0,0.04758425659004359
448.0,0.08312766702353945
454.0,0.5514826751551656
466.0,0.3972728994576145
472.0,0.17526626633806716
502.0,0.3226500870519436
511.0,0.6555518244865105
520.0,0.33905327294246346
530.0,0.7280986499284046
541.0,0.3716956791424954
544.0,0.8619737228962314
547.0,0.7036457298317557
548.0,0.28992954135681925
557.0,0.7551865918272663
561.0,0.18400413238172006
563.0,0.646690834004095
572.0,0.5399785153841891
581.0,0.9571100981625708
583.0,0.8638147039531575
587.0,0.28172173658280325
588.0,0.009335138120097812
591.0,0.12207269635746171
640.0,0.8071955159438435
649.0,0.7440842814636132
656.0,0.692350352771101
675.0,0.8032341450962606
688.0,0.04842745390724826
708.0,0.8164484456208945
729.0,0.5541352755548504
735.0,0.9499114425934445
744.0,0.05678740156384244
748.0,0.517804819706757
751.0,0.44474930539947455
756.0,0.7048857337179544
762.0,0.174713308151776
764.0,0.9055743201024528
773.0,0.10101146067173374
779.0,0.046028259166294626
