id,predicted
0.0,0.94741195
2.0,0.6248345
4.0,0.28196755
7.0,0.4535161
15.0,0.36172268
26.0,0.23373996
44.0,0.6592122
45.0,0.1788294
57.0,0.6572068
66.0,0.04847086
77.0,0.4217963
79.0,0.60504824
86.0,0.7318454
89.0,0.5098414
90.0,0.45479074
105.0,0.002759071
120.0,-0.06374911
123.0,0.16286583
125.0,1.0257393
129.0,0.4426192
143.0,0.090382315
151.0,0.11333435
153.0,0.08410054
154.0,0.88755953
157.0,0.3861599
167.0,0.075972974
170.0,0.065592684
171.0,0.111388825
177.0,0.5656669
181.0,0.7333027
187.0,0.55846834
193.0,0.010173681
194.0,0.06885582
199.0,0.5847648
201.0,0.35425738
212.0,0.9284296
219.0,0.44205362
220.0,0.09788389
222.0,0.39739913
224.0,0.62127835
225.0,0.6548305
227.0,0.04999677
232.0,0.07617731
247.0,0.021082591
248.0,0.6275025
262.0,0.2071505
269.0,0.037695937
272.0,0.81057423
278.0,0.9559672
290.0,0.34622052
291.0,0.06271851
296.0,0.044164415
307.0,0.57986295
309.0,0.012156193
310.0,0.8747798
316.0,-0.06814365
324.0,0.9078901
326.0,0.088842906
341.0,0.61996555
365.0,0.86306894
371.0,0.1685778
376.0,0.7006078
380.0,0.09116131
388.0,0.20534627
389.0,0.06477896
412.0,0.76451266
413.0,0.68927896
416.0,0.40098548
420.0,0.34238732
427.0,0.14708446
429.0,0.55950224
446.0,-0.004022168
448.0,0.048453033
454.0,0.4663558
466.0,0.18343157
472.0,0.16934308
502.0,0.23570786
511.0,0.56586295
520.0,0.14137769
530.0,0.5251357
541.0,0.18255077
544.0,0.66724426
547.0,0.4946117
548.0,0.15603583
557.0,0.52157766
561.0,0.020305213
563.0,0.6111189
572.0,0.4309737
581.0,0.916336
583.0,0.64893544
587.0,0.18495846
588.0,-0.03407234
591.0,0.023386277
640.0,0.79964674
649.0,0.44871923
656.0,0.59906703
675.0,0.7103308
688.0,0.011767653
708.0,0.5672387
729.0,0.44722718
735.0,1.0122223
744.0,0.038859162
748.0,0.28954664
751.0,0.26642478
756.0,0.67453676
762.0,0.0814945
764.0,0.8390121
773.0,0.07537074
779.0,-0.044167288
791.0,0.8026548
802.0,0.22188297
805.0,0.009229383
807.0,0.22438733
819.0,0.088458784
828.0,0.17976435
831.0,0.24868602
836.0,0.66762924
845.0,1.0484122
859.0,0.92075926
869.0,0.62319934
874.0,0.39375448
875.0,0.017638488
877.0,0.46459588
885.0,0.07715655
899.0,0.37400696
901.0,0.40095377
902.0,-0.008106134
912.0,0.12521173
916.0,0.035074893
932.0,0.06685032
934.0,0.63396704
942.0,0.6055532
946.0,0.35719362
972.0,0.11195513
1006.0,0.14740463
1019.0,0.42709932
1045.0,0.57420063
1046.0,0.8025918
1054.0,0.08405998
1075.0,0.02319164
1076.0,-0.014089102
1086.0,0.1055782
1091.0,0.030963037
1093.0,0.019863166
1097.0,0.9914593
1101.0,0.47485185
1127.0,1.1008577
1137.0,0.26590466
1145.0,0.6053448
1157.0,0.08192218
1197.0,1.1098338
1209.0,0.115449525
1212.0,0.9868902
1219.0,0.10382617
1231.0,0.5383448
1260.0,0.9331929
1262.0,1.0006053
1263.0,0.5498003
1275.0,0.19016646
1282.0,0.2477558
1284.0,0.46667662
1286.0,0.6292735
1288.0,0.15091026
1309.0,1.0555217
1327.0,0.9838169
1329.0,0.332708
1330.0,-0.1104908
1340.0,-0.060836647
1353.0,0.31148437
1358.0,-0.026891444
1367.0,0.5700591
1373.0,0.031972114
1386.0,0.280486
1388.0,0.2628343
1397.0,0.04461248
1413.0,0.024933286
1432.0,0.23566829
1443.0,0.34295055
1445.0,0.920801
1458.0,-0.036366325
1473.0,0.63166
1475.0,-0.03196558
1480.0,0.63474816
1489.0,0.87799966
1535.0,0.031774137
1539.0,0.7239473
1541.0,0.8730909
1543.0,-5.27793e-05
1546.0,0.2561308
1567.0,0.8640678
1592.0,0.5691341
1599.0,0.03276883
1606.0,0.06461407
1620.0,0.37759778
1622.0,0.88381904
1635.0,-0.07284564
1652.0,0.5114145
1659.0,0.030930921
1660.0,0.103934415
1665.0,-0.109884515
1686.0,0.34634912
1717.0,0.057941318
1740.0,0.98582846
1751.0,0.2786707
1758.0,0.31053308
1793.0,0.50217974
1807.0,0.1480479
1811.0,0.6236322
1812.0,-0.042207804
1820.0,0.48102218
1824.0,0.66092503
1837.0,0.0621653
1842.0,0.52079415
1853.0,0.058300264
1860.0,0.04182011
1866.0,0.11162804
1869.0,-0.06402315
1874.0,-0.033992052
1876.0,0.57211745
1894.0,0.3802214
1898.0,0.04326732
1902.0,0.9243547
1908.0,0.61144966
1913.0,0.31417704
1921.0,0.62304956
1924.0,0.5826424
1937.0,0.14634717
1946.0,0.19994795
1949.0,0.60728127
1963.0,0.9327693
1964.0,0.28457427
1972.0,0.094270416
1978.0,0.70074815
1979.0,0.15536098
1981.0,0.08079769
1982.0,0.31336355
2013.0,0.15130222
2016.0,0.77568096
2021.0,0.390461
2024.0,-0.037387796
2036.0,0.06224298
2037.0,0.31918752
2049.0,0.4054482
2061.0,-0.039781973
2081.0,0.08377475
2082.0,0.18159324
2102.0,0.3811121
2105.0,0.023585144
2114.0,0.948299
2115.0,-0.04918319
2118.0,0.39576188
2152.0,0.20306784
2153.0,0.2534467
2170.0,-0.009194585
2177.0,0.03476349
2190.0,0.32794547
2203.0,0.5799514
2213.0,0.28986138
2218.0,0.610775
2221.0,0.5058717
2226.0,0.28543416
2246.0,0.082363054
2250.0,0.83260226
2257.0,0.8429358
2264.0,0.993968
2286.0,0.06370321
2294.0,0.07068634
2296.0,0.3808358
2301.0,0.07450713
2305.0,0.33207834
2319.0,0.05106973
2334.0,0.3808961
2353.0,0.37913686
2356.0,0.47390348
2398.0,0.6039172
2430.0,1.0387857
2438.0,0.2955973
2459.0,0.21761578
2463.0,0.4606719
2464.0,0.09600443
2466.0,0.10300453
2473.0,0.47471744
2474.0,0.15144019
2482.0,-0.02517684
2483.0,0.021762393
2489.0,0.05173428
2514.0,0.16139066
2523.0,0.86312777
2530.0,0.2535687
2531.0,-0.050012443
2535.0,0.8638357
2537.0,0.5383701
2595.0,0.04970076
2597.0,0.6014242
2632.0,0.1228331
2635.0,0.089186065
2644.0,0.061535563
2645.0,0.15168741
2672.0,-0.048922107
2678.0,0.14057869
2687.0,-0.0113960635
2706.0,0.3057936
2710.0,0.60402733
2715.0,0.43134117
2733.0,0.16010277
2800.0,0.07140023
2802.0,0.2332725
2805.0,0.3443556
2808.0,0.21908997
2821.0,0.03901282
2829.0,0.73967195
2841.0,0.10602048
2878.0,0.4713069
2880.0,-0.04405977
2896.0,0.9372248
2902.0,0.5340549
2905.0,0.45959207
2908.0,-0.010080009
2910.0,0.48825076
2927.0,0.51448053
2929.0,0.55012316
2934.0,0.20226748
2941.0,-0.00087928795
2958.0,-0.018867008
2975.0,0.9957537
2980.0,0.3004469
2982.0,0.47116697
2988.0,0.80716085
3002.0,0.070363134
3032.0,-0.04802829
3056.0,0.49654672
3073.0,0.8842911
3078.0,0.8823655
3087.0,0.5559346
3099.0,0.049109187
3105.0,0.36251444
3114.0,0.76277417
3127.0,-0.10640302
3132.0,0.06973923
3138.0,0.4898312
3142.0,0.14043035
3148.0,0.011839673
3149.0,1.0396676
3157.0,0.45421085
3162.0,0.16407797
3174.0,0.9596622
3175.0,0.22086431
3180.0,0.907346
3197.0,0.6796395
3199.0,-0.01135201
3204.0,0.29387867
3205.0,0.5228468
3208.0,0.34383687
3221.0,0.07376491
3223.0,0.17848395
3235.0,0.1499932
3238.0,0.62853444
3259.0,-0.048348073
3279.0,0.5686744
3297.0,0.15504134
3302.0,0.66483665
3310.0,-0.004666315
3312.0,0.12681854
3320.0,0.20498079
3327.0,0.579339
3332.0,0.5286839
3337.0,0.5987281
3369.0,0.009063267
3374.0,0.30365574
3375.0,0.104710564
3389.0,0.125464
3392.0,0.48695222
3406.0,0.14409572
3441.0,-0.0042677457
3442.0,0.73889995
3443.0,0.07620959
3446.0,0.11873012
3449.0,-0.05527834
3451.0,0.8260867
3456.0,0.88194704
3472.0,0.043926448
3493.0,0.1016941
3503.0,0.49461305
3513.0,0.17470977
3515.0,0.8371035
3532.0,0.08427587
3553.0,0.15398094
3560.0,0.06132279
3580.0,0.12655522
3587.0,0.50815296
3588.0,0.11360048
3603.0,0.52894604
3605.0,0.23752603
3608.0,0.27356336
3610.0,0.66258645
3615.0,0.17177556
3617.0,0.048731007
3631.0,0.43282828
3633.0,0.8572467
3636.0,0.40448114
3639.0,1.049389
3648.0,0.76515746
3653.0,0.8895447
3655.0,0.7591296
3659.0,0.49495673
3667.0,0.15222177
3668.0,0.8000053
3671.0,1.0039511
3673.0,0.047341254
3685.0,0.12425951
3691.0,0.3789395
3700.0,0.08144687
3707.0,-0.069158435
3717.0,0.008066474
3726.0,-0.007659328
3736.0,1.0101007
3778.0,0.008214795
3792.0,0.35591894
3801.0,0.26879522
3844.0,0.70624775
3860.0,-0.025430812
3865.0,0.50255173
3867.0,0.5645562
3877.0,0.23366879
3878.0,0.1261282
3887.0,0.046479035
3893.0,0.43038517
3908.0,0.5077716
3916.0,0.06323552
3926.0,0.3038187
3929.0,0.6390526
3932.0,0.044324357
3936.0,0.21860732
3939.0,0.6541482
3941.0,0.48216918
3954.0,-0.044353746
3957.0,0.2780129
3977.0,0.4786992
3983.0,0.53498656
4001.0,0.15557918
4006.0,0.013600593
4019.0,0.9567213
4046.0,0.33719152
4051.0,-0.035652544
4058.0,0.37585148
4068.0,0.6164996
4147.0,0.5222024
4152.0,0.04003734
4153.0,0.33204883
4156.0,0.79769975
4163.0,0.9361931
4165.0,0.99593514
4167.0,0.7248521
4175.0,0.14835823
4178.0,0.24194986
4190.0,0.14994603
4205.0,0.62118816
4207.0,0.6479847
4214.0,0.75315815
4224.0,-0.01931475
4252.0,0.14841989
4255.0,0.14676367
4273.0,0.113323785
4293.0,0.43007958
4299.0,0.2600969
4310.0,0.7117818
4317.0,0.24391407
4324.0,0.6575339
4348.0,0.79408
4349.0,0.2422423
4351.0,-0.11408174
4353.0,0.97816396
4355.0,0.10090151
4365.0,0.4169306
4373.0,0.20604539
4379.0,0.95142794
4391.0,0.56421924
4396.0,0.57303137
4413.0,0.7329352
4416.0,0.09679774
4429.0,-0.034958787
4436.0,0.35839584
4437.0,0.046390276
4450.0,0.0038405703
4454.0,0.110226706
4463.0,0.40357468
4465.0,0.8533303
4485.0,-0.03434605
4488.0,0.38447538
4495.0,0.026382077
4503.0,0.46875167
4510.0,0.7987229
4523.0,0.40757495
4537.0,0.29222247
4541.0,0.23539619
4546.0,0.077840924
4547.0,0.028188944
4557.0,-0.00675088
4558.0,0.13601448
4568.0,0.9504016
4571.0,0.63827217
4576.0,0.0068230764
4584.0,0.96157515
4588.0,0.23664069
4595.0,0.9203869
4601.0,0.88674426
4617.0,-0.021981135
4618.0,-0.01853312
4624.0,0.8603751
4641.0,0.016031127
4642.0,0.6006403
4656.0,0.46627828
4661.0,0.047462467
4665.0,0.6195788
4672.0,1.0595247
4673.0,0.3196279
4674.0,0.20861205
4676.0,0.13624854
4688.0,0.041825462
4692.0,0.12172092
4695.0,0.32883492
4718.0,0.17426713
4722.0,0.38132054
4731.0,0.072868526
4760.0,0.4326166
4780.0,0.74525666
4784.0,-0.0034338431
4791.0,0.16343021
4798.0,0.40150517
4802.0,0.26068512
4810.0,-0.02549709
4816.0,0.42412275
4820.0,-0.027529042
4830.0,0.73169357
4842.0,0.5085435
4850.0,-0.03868099
4871.0,0.34742603
4876.0,-0.0013812652
4879.0,-0.014286568
4883.0,0.94035363
4886.0,0.48754424
4892.0,0.25556663
4893.0,0.8801666
4896.0,0.58743316
4900.0,0.11482306
4901.0,0.24920025
4912.0,0.2604578
4914.0,0.28501818
4929.0,0.12794666
4952.0,0.17358762
4973.0,0.3804077
4986.0,1.0131902
4992.0,0.4593379
4996.0,1.0286618
5002.0,0.04544862
5011.0,0.14538367
5017.0,0.22161753
5042.0,0.034211975
5046.0,0.80039954
5048.0,0.5420468
5052.0,0.99771905
5056.0,0.088703886
5062.0,0.05903347
5063.0,0.84599113
5064.0,0.5522556
5065.0,0.8854349
5067.0,0.06561252
5080.0,1.0185001
5085.0,0.2169848
5087.0,0.10387619
5090.0,0.42597952
5103.0,0.29705796
5125.0,0.8361398
5126.0,0.20509261
5135.0,0.26066494
5142.0,0.115765356
5155.0,0.12306023
5161.0,0.59144807
5184.0,0.2724481
5187.0,0.8453697
5188.0,0.23770148
5194.0,0.013627939
5231.0,0.0066679753
5241.0,0.8561626
5276.0,0.117412634
5278.0,0.10380601
5286.0,0.3351394
5293.0,0.4114016
5298.0,0.8968768
5319.0,0.3711091
5329.0,0.44061044
5345.0,0.13924459
5348.0,0.4492169
5350.0,0.097578175
5355.0,0.6062724
5387.0,0.37209353
5389.0,0.29101175
5391.0,0.36133662
5409.0,0.0011893502
