id,predicted_logreg
0.0,0.871902877398951
2.0,0.8128422385614298
4.0,0.2634003368622903
7.0,0.5372606384940769
15.0,0.5911591795222788
26.0,0.017932819413331677
44.0,0.7897728510512487
45.0,0.014642817186700055
57.0,0.9009974074183701
66.0,0.018668430558753613
77.0,0.5427730652612114
79.0,0.704882046206546
86.0,0.7257518262613355
89.0,0.2406141618856198
90.0,0.23901427670061562
105.0,0.007949818151644483
120.0,0.0009863152571859886
123.0,0.06329340677688225
125.0,0.8877238749695417
129.0,0.6597663957236986
143.0,0.0031552457719580063
151.0,0.10527021522286166
153.0,0.23404805752639138
154.0,0.7782362595744347
157.0,0.5201038089541369
167.0,0.182145250054923
170.0,0.1141879156402706
171.0,0.1152258238025642
177.0,0.8527518990350605
181.0,0.950748085944829
187.0,0.8472523138662759
193.0,0.04013061108546484
194.0,0.09920108237372206
199.0,0.8251302196844064
201.0,0.36077536365013047
212.0,0.36642765724111653
219.0,0.6113760291420665
220.0,0.10359401690013116
222.0,0.19744144202512845
224.0,0.3006676688841501
225.0,0.9044351854259332
227.0,0.029447600406865844
232.0,0.09552457151797199
247.0,0.002438893496342679
248.0,0.7589109347334555
262.0,0.3421263950661571
269.0,0.10118111794571488
272.0,0.39321421327456546
278.0,0.7756899551505091
290.0,0.41383664631355915
291.0,0.1371903836338519
296.0,0.0028635426029980852
307.0,0.7322096376553769
309.0,0.0011508491488470645
310.0,0.5438872378733485
316.0,0.025856951058202543
324.0,0.8623894091947254
326.0,0.028951680218716542
341.0,0.10523038533564187
365.0,0.7311147085532703
371.0,0.21825535498802415
376.0,0.20903068164393784
380.0,0.05498771290684205
388.0,0.10636172589638389
389.0,0.01976505621380605
412.0,0.5243464299268811
413.0,0.27879557374998376
416.0,0.7390213887014317
420.0,0.6776991639136309
427.0,0.3008152629885616
429.0,0.6885279247989469
446.0,0.07877767651276535
448.0,0.021009625599334673
454.0,0.6655045143190984
466.0,0.22556544214971258
472.0,0.0350485088772275
502.0,0.17052310689618813
511.0,0.6740631171053211
520.0,0.19222904605154317
530.0,0.3261536943499729
541.0,0.38340894785424795
544.0,0.4278549571224413
547.0,0.6629847635475732
548.0,0.073294330755625
557.0,0.4633737993528115
561.0,0.10304582461731591
563.0,0.4851213070632928
572.0,0.7693469181713719
581.0,0.9019920387981729
583.0,0.6723647028190372
587.0,0.3207170123538085
588.0,0.0022832001717744362
591.0,0.0647916208930666
640.0,0.6435592014294329
649.0,0.3579390657564529
656.0,0.4735799229371974
675.0,0.406990955865349
688.0,0.09943453377639447
708.0,0.6701901885811826
729.0,0.44763116603266406
735.0,0.8036312663482215
744.0,0.057574390628836854
748.0,0.4571858581323417
751.0,0.41248851074645215
756.0,0.8502565956345214
762.0,0.10344712935678776
764.0,0.32117017852086843
