id,predicted_cat
0.0,0.9547867288368155
2.0,0.8486471276386858
4.0,0.5961879766388662
7.0,0.6801186944254138
15.0,0.6039289009740489
26.0,0.19385034970478898
44.0,0.8766072844099874
45.0,0.10173546658478638
57.0,0.9754692698799886
66.0,0.04519443910500874
77.0,0.5068058519658978
79.0,0.8873809769546388
86.0,0.7677710315745054
89.0,0.45789825433591413
90.0,0.5195108146772928
105.0,0.019563153440355995
120.0,0.0079678073223896
123.0,0.13613326847270074
125.0,0.9821099347680777
129.0,0.6930131100064115
143.0,0.016054432010278164
151.0,0.2079794001884429
153.0,0.24692359433633387
154.0,0.9706666139014095
157.0,0.5510938470780828
167.0,0.08348318337916698
170.0,0.42254701852309184
171.0,0.2591465048312407
177.0,0.8682855154718471
181.0,0.890406262476007
187.0,0.7892315896547455
193.0,0.07532116877114729
194.0,0.1576941582783623
199.0,0.8664477918162642
201.0,0.5894795521193097
212.0,0.9413485978806098
219.0,0.5604141123715173
220.0,0.29755783359236493
222.0,0.7940399507042324
224.0,0.7965890917921149
225.0,0.9488637486178741
227.0,0.19502375021412144
232.0,0.1849428162786319
247.0,0.03298157913681112
248.0,0.813515843367953
262.0,0.4352656998131297
269.0,0.2632018414316326
272.0,0.9282350189555205
278.0,0.9838086893483288
290.0,0.6315727074601825
291.0,0.11965155903335438
296.0,0.03067320336378707
307.0,0.8752209956988282
309.0,0.021733736377967282
310.0,0.9461051810505509
316.0,0.2188371822562027
324.0,0.9808720670422567
326.0,0.13298372434308833
341.0,0.5578569583137165
365.0,0.9198614223524566
371.0,0.286448378543574
376.0,0.8438583056268116
380.0,0.15089813917005807
388.0,0.28209382956104606
389.0,0.0854471633501773
412.0,0.9170824256159117
413.0,0.8204461728639928
416.0,0.6586254769077644
420.0,0.6124344017667943
427.0,0.25810764585834167
429.0,0.8423655238619634
446.0,0.06412415357235102
448.0,0.1748808566670218
454.0,0.7110137169095907
466.0,0.4322265349441457
472.0,0.22456331170860028
502.0,0.49860948967572444
511.0,0.8169596779961701
520.0,0.5021854837266396
530.0,0.6656146148021657
541.0,0.6100362566654652
544.0,0.9121805177923946
547.0,0.8035295406157935
548.0,0.4511408587355946
557.0,0.921184844874707
561.0,0.23996153831229503
563.0,0.7838158647064017
572.0,0.6505375551003291
581.0,0.9813382441469577
583.0,0.8744468030985165
587.0,0.5311405882519507
588.0,0.015468106248642964
591.0,0.2043348128443355
640.0,0.811029698214606
649.0,0.850499132958501
656.0,0.8249118994823831
675.0,0.810900906383409
688.0,0.1336781714621518
708.0,0.837904106313272
729.0,0.6299400280331995
735.0,0.9720376916599391
744.0,0.10502875375621291
748.0,0.6847398474348941
751.0,0.4033817221477491
756.0,0.8330154965904598
762.0,0.2380336647818626
764.0,0.8913481883421864
773.0,0.195389241623309
779.0,0.09092550522400324
791.0,0.9696462478406312
802.0,0.5527309516919616
805.0,0.029908295081937618
807.0,0.4563041023802253
819.0,0.2834514014913017
828.0,0.4428091531775989
831.0,0.536055330113821
836.0,0.9352892313351117
845.0,0.9877657156289931
859.0,0.9821205774132519
869.0,0.8719472974971881
874.0,0.6575859442313827
875.0,0.015075725747221451
877.0,0.8556796166512399
885.0,0.307170823737377
899.0,0.6362996229245232
901.0,0.7590585655362091
902.0,0.14381317763307647
912.0,0.45587149470256316
916.0,0.052138230430900975
932.0,0.08151225712360806
934.0,0.6608639233248678
942.0,0.8662090819713499
946.0,0.693420689279955
972.0,0.08001541336271097
1006.0,0.19976437535816555
1019.0,0.7153952715478242
1045.0,0.845002379263238
1046.0,0.9793792996806581
1054.0,0.17279648989050406
1075.0,0.06387584798699333
1076.0,0.14407636785759811
1086.0,0.24197204011771647
1091.0,0.23658533528977746
1093.0,0.031610816297596545
1097.0,0.8519026127320007
1101.0,0.7756181373652367
1127.0,0.9868970991290901
1137.0,0.30651038954894594
1145.0,0.8211013040118165
1157.0,0.2695949948320801
1197.0,0.9822019031028667
1209.0,0.3234132411983811
1212.0,0.9710272345102069
1219.0,0.2003666578249966
1231.0,0.8192428549592764
1260.0,0.9763829226543073
1262.0,0.9741479552146172
1263.0,0.9370296770089344
1275.0,0.4843354040784358
1282.0,0.6075134820418047
1284.0,0.5976740467693176
1286.0,0.8713644679185896
1288.0,0.3869265539390567
1309.0,0.986150102153474
1327.0,0.9795731140653466
1329.0,0.6861891514419038
1330.0,0.05875367753776986
1340.0,0.014982706379600252
1353.0,0.28192906661375217
1358.0,0.05619611983826028
1367.0,0.7263513376861144
1373.0,0.08609090007938872
1386.0,0.6175412520262594
1388.0,0.5785101831624627
1397.0,0.2912127461651483
1413.0,0.10410613349748664
1432.0,0.06261054918233494
1443.0,0.8156824356602951
1445.0,0.9513088436344989
1458.0,0.034343121242697824
1473.0,0.8877612629592001
1475.0,0.12949713341147118
1480.0,0.7851726140524316
1489.0,0.9181852389036091
1535.0,0.12046427100070636
1539.0,0.8414769044096029
1541.0,0.9759305515380249
1543.0,0.015834866728433407
1546.0,0.36054341379428506
1567.0,0.967300301113729
1592.0,0.823499870098642
1599.0,0.05699790492460753
1606.0,0.1872035443667238
1620.0,0.664796264695081
1622.0,0.9842395648136089
1635.0,0.02768489823329631
1652.0,0.637732960943182
1659.0,0.06956449039495981
1660.0,0.0686325093052496
1665.0,0.019329594594257857
1686.0,0.6512344432615743
1717.0,0.27266910248816145
1740.0,0.9603889105242908
1751.0,0.6278739397368189
1758.0,0.30412402601932326
1793.0,0.629578724939044
1807.0,0.13127406186983934
1811.0,0.8642371024155092
1812.0,0.12401804609900126
1820.0,0.679732592453127
1824.0,0.8425558232503431
1837.0,0.04458770153379674
1842.0,0.8432101647775909
1853.0,0.17486350196210812
1860.0,0.0725948829614071
1866.0,0.2546509916016756
1869.0,0.08820349153127761
1874.0,0.042615821184216404
1876.0,0.8188292634699698
1894.0,0.5060580119986735
1898.0,0.07481281872837799
1902.0,0.9629739706021698
1908.0,0.8685782681256821
1913.0,0.5017489365373208
1921.0,0.9521996718062788
1924.0,0.8810836737941208
1937.0,0.4210237079755379
1946.0,0.45608219498472075
1949.0,0.8046241829573889
1963.0,0.977803029417692
1964.0,0.514493212489003
1972.0,0.048428183132100934
1978.0,0.9456214705767808
1979.0,0.33243219810531954
1981.0,0.1474754910927751
1982.0,0.6180495928466553
2013.0,0.39283657782447906
2016.0,0.946101651316328
2021.0,0.7833011994539375
2024.0,0.047142329798663146
2036.0,0.30272283163813085
2037.0,0.3052253792636905
2049.0,0.5046957700333938
2061.0,0.004780944002003163
2081.0,0.24022929552281708
2082.0,0.4955211776648724
2102.0,0.7626259525310891
2105.0,0.03768147337994282
2114.0,0.9815237044920226
2115.0,0.09587855444074654
2118.0,0.49117891137142067
2152.0,0.432849436397371
2153.0,0.44715397122134853
2170.0,0.22357608747757374
2177.0,0.1590221536613585
2190.0,0.46012332990516464
2203.0,0.8077820165358135
2213.0,0.4257817643903246
2218.0,0.8995254424882493
2221.0,0.7522448552584603
2226.0,0.6046340930564071
2246.0,0.31038937510346326
2250.0,0.9476103007203688
2257.0,0.977062522705293
2264.0,0.9863122955103091
2286.0,0.20574697173425605
2294.0,0.0606698797343131
2296.0,0.5642552222271827
2301.0,0.09666650350466222
2305.0,0.6961599722504844
2319.0,0.019976000768187077
2334.0,0.6219659669015722
2353.0,0.7037684333191744
2356.0,0.8068219668473865
2398.0,0.892444165283721
2430.0,0.9844357765156461
2438.0,0.6835796653683763
2459.0,0.42014675131085577
2463.0,0.957055519138449
2464.0,0.2993615106543928
2466.0,0.10550860786470839
2473.0,0.7838074454690663
2474.0,0.1901550532561234
2482.0,0.040132035196019544
2483.0,0.020016448048926678
2489.0,0.2376524031010594
2514.0,0.4610901785977072
2523.0,0.888816240803275
2530.0,0.7205834055386402
2531.0,0.027208491129642975
2535.0,0.9757532806331368
2537.0,0.8241160852523093
2595.0,0.143925856490374
2597.0,0.8191411667507145
2632.0,0.09294580127439239
2635.0,0.2473477367714337
2644.0,0.115106325259172
2645.0,0.23844839900292594
2672.0,0.014406759686372174
2678.0,0.3174231963698553
2687.0,0.015227799868178925
2706.0,0.45964035154588184
2710.0,0.8133125551371783
2715.0,0.6194845537040802
2733.0,0.5711875392633702
2800.0,0.06838634398705055
2802.0,0.3372158659690313
2805.0,0.5741785502677932
2808.0,0.5085511277807395
2821.0,0.09823811523806332
2829.0,0.9567715790844563
2841.0,0.1807741643430164
2878.0,0.7649029356009007
2880.0,0.017224116328068622
2896.0,0.9703102645683367
2902.0,0.6993380120039335
2905.0,0.7256738738172399
2908.0,0.10721005119001424
2910.0,0.6321650795864054
2927.0,0.67789702231602
2929.0,0.8679172225643702
2934.0,0.5433378072785089
2941.0,0.02061004007065514
2958.0,0.10611055814718608
2975.0,0.9758241315264709
2980.0,0.5749907246324402
2982.0,0.59473198206484
2988.0,0.9709621383595175
3002.0,0.11736123567602726
3032.0,0.14854968422164086
3056.0,0.7808272823713733
3073.0,0.9677002182039073
3078.0,0.9625494141634858
3087.0,0.8262098648416073
3099.0,0.17727528121934688
3105.0,0.7000546010394162
3114.0,0.9713054281282014
3127.0,0.02048660544772673
3132.0,0.1084668873334317
3138.0,0.677872812955268
3142.0,0.19602211326515986
3148.0,0.13147489140817817
3149.0,0.96174175241236
3157.0,0.7027199426753088
3162.0,0.5290572726683787
3174.0,0.9791447088353897
3175.0,0.44021381966644885
3180.0,0.875507975032946
3197.0,0.9005439267816375
3199.0,0.2046072933611499
3204.0,0.7170338826744266
3205.0,0.6337530840099116
3208.0,0.6655733497394328
3221.0,0.3079214713489972
3223.0,0.5256634353091333
3235.0,0.2965885134344561
3238.0,0.8663646720643764
3259.0,0.4206790032931751
3279.0,0.8657990934475884
3297.0,0.3754316737370537
3302.0,0.610600942799883
3310.0,0.03806405243177711
3312.0,0.46801100926411504
