id,predicted_bern
0.0,0.9638130235219989
2.0,0.8179026769647467
4.0,0.5348263389696252
7.0,0.7084205581222945
15.0,0.8593024898394178
26.0,0.002391824122921781
44.0,0.8266153137695674
45.0,0.002090621618362212
57.0,0.8066471879577736
66.0,0.0036149432809495065
77.0,0.898091120813238
79.0,0.9479399945469037
86.0,0.9258979082526799
89.0,0.4062596251983288
90.0,0.44281338835318157
105.0,3.769091017027572e-11
120.0,1.1374678796818988e-12
123.0,0.016152312807887863
125.0,0.8845686398964058
129.0,0.0013356675322518342
143.0,0.0011018555939289615
151.0,0.4180783759660768
153.0,0.32618152289031516
154.0,0.9097996889651041
157.0,0.5028083825051904
167.0,0.5907387215739826
170.0,0.5940555499352224
171.0,0.6758885510195967
177.0,0.9479399945469037
181.0,0.9085470862732143
187.0,0.8887785615936384
193.0,0.0001088940965426841
194.0,0.26456806413965206
199.0,0.767365826577064
201.0,0.6956977600641411
212.0,0.672230295084184
219.0,0.682575738854705
220.0,0.31484813145835633
222.0,2.0074441822128372e-08
224.0,0.32705336864884854
225.0,0.8961598649322245
227.0,0.008844435628464962
232.0,0.6482607271362062
247.0,1.4298325473626443e-12
248.0,0.9375896119577587
262.0,0.5239927589022699
269.0,0.01713234513885593
272.0,0.6190276464274566
278.0,0.4203400529387497
290.0,0.7819563682755841
291.0,0.02295376306681422
296.0,0.0005177785004116096
307.0,0.9479399945469037
309.0,1.6096359971117007e-12
310.0,0.8841824868938054
316.0,0.20712033968749802
324.0,0.944643490468464
326.0,0.003550054480951662
341.0,0.5325910466251222
365.0,0.8442021400528773
371.0,0.6190276464274566
376.0,0.4375383408515736
380.0,0.33066555234724443
388.0,0.38617498891477714
389.0,0.0043972027577982515
412.0,0.6116101906446129
413.0,0.421484090344292
416.0,0.892143894003642
420.0,0.8310689943881348
427.0,0.6090979815040329
429.0,0.9479399945469037
446.0,0.3403116639626619
448.0,0.0023864411315596148
454.0,0.9318732574608956
466.0,0.7302752333592599
472.0,0.0011264305542687222
502.0,0.5962437603539941
511.0,0.9119142232885032
520.0,0.5195850504986083
530.0,0.7561323438928922
541.0,0.6819032336010725
544.0,0.49449867449206075
547.0,0.8500056225846234
548.0,2.827896633723245e-08
557.0,0.9803980005029801
561.0,0.6081984695677876
563.0,1.444187110145024e-07
572.0,0.000727172610265397
581.0,0.9447228084823949
583.0,0.6956512042312436
587.0,0.3954014053344626
588.0,1.7374412212402192e-12
591.0,0.49544266873865755
640.0,0.6967645124374728
649.0,0.6183267561187866
656.0,0.8768067642636881
675.0,0.7149634561698398
688.0,0.02147670289208651
708.0,0.8509411212540473
729.0,0.6875060686667126
735.0,0.8887785615936384
744.0,8.081380057929022e-09
748.0,0.966638583553574
751.0,0.5225593520490938
756.0,0.918491550164632
762.0,0.5876930528631366
764.0,0.49489300199775593
773.0,0.0625378406176489
779.0,0.023373493781227894
791.0,0.9187738202715381
802.0,0.6865151611262419
805.0,1.4972563804152307e-12
807.0,0.5857269864251298
819.0,0.4150547197069027
828.0,0.4938354749737996
831.0,0.2653880451879433
836.0,0.9484918074581938
845.0,0.8845686398964058
859.0,0.8966609672513991
869.0,0.948055345050946
874.0,0.8917799821929179
875.0,7.394396174494234e-13
877.0,0.8845686398964058
885.0,0.05332395747980545
899.0,1.0863345822766719e-08
901.0,0.8493263121032129
902.0,0.30757557566657495
912.0,0.49177429596937333
916.0,0.003213715611010525
932.0,0.004461630717189099
934.0,0.4727903538134605
942.0,0.9479399945469037
946.0,0.6801628259666839
972.0,0.00010824289214391464
1006.0,0.591736466458686
1019.0,0.7984861724345093
1045.0,0.946883608628836
1046.0,0.8707350382226925
1054.0,0.01713234513885593
1075.0,0.005441645920280596
1076.0,0.18443820070223413
1086.0,0.460371784703585
1091.0,0.0072742266937604345
1093.0,4.111299355072714e-11
1097.0,0.8320108283893369
1101.0,0.8780337281808207
1127.0,0.8409877897049572
1137.0,0.5289408411643087
1145.0,0.7448886788495204
1157.0,0.347709865720306
1197.0,0.8245197370834692
1209.0,0.042465031746129235
1212.0,0.7866481818858
1219.0,0.14378009557707003
1231.0,0.8409877897049572
1260.0,0.9155606160765852
1262.0,0.8949152593393844
1263.0,0.6968180549989191
1275.0,0.9407188626523084
1282.0,0.3162236336891262
1284.0,0.6477598852591424
1286.0,0.47666758132481507
1288.0,0.522120436225973
1309.0,0.9440512376382422
1327.0,0.9479399945469037
1329.0,0.41170181818796897
1330.0,0.289882826470014
1340.0,0.24131230115418878
1353.0,0.5029768803707212
1358.0,1.1684792717052124e-11
1367.0,0.8509411212540473
1373.0,0.0024105109269074777
1386.0,0.32013372831779524
1388.0,0.6809751587331081
1397.0,0.5133371381847573
1413.0,0.3275567390922511
1432.0,0.0014414928899974574
1443.0,0.4205635546433406
1445.0,0.9666270564235281
1458.0,0.0029573553087739574
1473.0,0.920222685103165
1475.0,2.944154383048033e-05
1480.0,0.36189984222601124
1489.0,0.8769706233920912
1535.0,0.33819997685271275
1539.0,0.5135326644829429
1541.0,0.9213263903982093
1543.0,1.643748610974829e-12
1546.0,0.5298816642949917
1567.0,0.8725247015008932
1592.0,0.9398688066754196
1599.0,1.6096359971117007e-12
1606.0,0.5173354503242915
1620.0,0.8308557915683699
1622.0,0.8402785306512587
1635.0,0.0009545054386205342
1652.0,0.7819563682755841
1659.0,0.017228353968752785
1660.0,0.0016793757731981514
1665.0,0.0011001862518321011
1686.0,0.6605315589853974
1717.0,0.24739764615464446
1740.0,0.7132661099439147
1751.0,0.6295380856500101
1758.0,0.6084660879716443
1793.0,0.7859114217547161
1807.0,0.23387836943745224
1811.0,0.9250145847112363
1812.0,0.027642420411827268
1820.0,7.333960549460416e-05
1824.0,0.9150393723587544
1837.0,5.367796615025795e-12
1842.0,0.919040537448289
1853.0,0.47424657740487386
1860.0,2.3260761747108183e-12
1866.0,8.371812295583812e-09
1869.0,0.3009748025285075
1874.0,7.452966327070982e-07
1876.0,0.9288516377539908
1894.0,0.9150393723587544
1898.0,0.002331380061112487
1902.0,0.7542135945681985
1908.0,0.9484557295752745
1913.0,0.6081984695677876
1921.0,0.8509411212540473
1924.0,0.467354647161166
1937.0,0.584732877239312
1946.0,0.2653880451879433
1949.0,0.43559305251673786
1963.0,0.9355545308806047
1964.0,0.8402785306512587
1972.0,0.005215542997300373
1978.0,0.9736933046514405
1979.0,0.6879737686902613
1981.0,0.034279621726508155
1982.0,0.714654031941117
