id,predicted_lgbm
1.0,0.936111030508764
6.0,0.14680507917256974
8.0,0.06745473544770537
10.0,0.23557498193322862
11.0,0.06773302220674515
14.0,0.023678336386688672
16.0,0.13653951917152704
17.0,0.24840558707134516
19.0,0.031158830590465706
20.0,0.060801700031772356
22.0,0.15656659457635982
28.0,0.5257973205652441
30.0,0.5977155495722474
33.0,0.15823861522090238
39.0,0.023268255327728648
42.0,0.09723305034278658
43.0,0.1602354929553374
46.0,0.9231548257554463
50.0,0.27304580275547075
51.0,0.10275791563841999
53.0,0.1692806029688167
61.0,0.10277071062074865
62.0,0.17170495802155133
65.0,0.022282969141324323
69.0,0.6473963932273696
70.0,0.018843197548433756
71.0,0.31376541972117444
72.0,0.022722648416396277
74.0,0.03914639555109425
81.0,0.06589488500207874
84.0,0.013736417945136928
85.0,0.15585383750882265
87.0,0.08953277235554478
94.0,0.07735981159743141
95.0,0.10570987227079583
97.0,0.34115390478599406
98.0,0.05059395039978492
99.0,0.08945591916150666
102.0,0.20161561947237278
106.0,0.15421842133262287
115.0,0.8930579827562426
116.0,0.15592100384509802
117.0,0.12174151229634299
118.0,0.08866742831117794
119.0,0.0434464427253885
122.0,0.23507719454693718
126.0,0.026865011930251436
127.0,0.40993361759990743
130.0,0.08998038746224003
131.0,0.018973150311270417
132.0,0.16109786093727813
133.0,0.033225753959029186
135.0,0.04094936475773705
139.0,0.15466244059651577
142.0,0.04293906051178876
145.0,0.7791202618470096
146.0,0.5777750468366254
147.0,0.12058154768052592
149.0,0.07703128077921205
156.0,0.15882473231181984
159.0,0.01133859260016206
160.0,0.48103005595439663
161.0,0.6640056164826484
163.0,0.3008985073135588
169.0,0.008500114759586412
172.0,0.01692267065991135
174.0,0.4939295915406815
178.0,0.39221285263313577
180.0,0.21102920883397813
182.0,0.15279496276332183
185.0,0.3248753000666885
188.0,0.004159613031316592
191.0,0.368998068377845
196.0,0.5232120996021484
197.0,0.7591656439930419
198.0,0.05819959619694021
202.0,0.29368978891045316
203.0,0.4211009272792993
205.0,0.22804879051719668
206.0,0.12590962195511268
207.0,0.18797285533140362
211.0,0.15117360984916564
213.0,0.02754762233752343
214.0,0.06761873701643328
215.0,0.030489490396153937
216.0,0.1527865555756874
218.0,0.1192548176189427
221.0,0.14284188590993716
226.0,0.9467601810101255
229.0,0.15852381998291587
230.0,0.2942945313663163
235.0,0.06077202187628662
236.0,0.29851272502073084
238.0,0.26320776394743667
239.0,0.8524410015774473
241.0,0.17150186862463843
242.0,0.680775014912974
244.0,0.32683528244842275
245.0,0.22158347042847534
249.0,0.06913341676251192
251.0,0.15070539097753555
253.0,0.06023148851369834
254.0,0.12166898115341504
255.0,0.14211520286714502
256.0,0.14629793617622658
261.0,0.13954539179342945
266.0,0.028531672020089893
267.0,0.046322207204523416
268.0,0.5393120746634367
271.0,0.5580613459471447
273.0,0.3547436930847861
274.0,0.0403192064676423
277.0,0.19986741539272596
279.0,0.03500445904827574
281.0,0.019936453707722054
284.0,0.1337360234662453
286.0,0.6152981440350438
294.0,0.2134026674649444
298.0,0.4001484082311796
300.0,0.29693885085769
308.0,0.0668257043297829
313.0,0.08676345121502756
314.0,0.028770342756419653
317.0,0.7953635417429601
320.0,0.8912613271056341
321.0,0.28164233391005156
327.0,0.09765258598697138
329.0,0.6042394941374573
330.0,0.44668507680244146
337.0,0.006948438908087377
339.0,0.05202312572286162
340.0,0.13360254008533737
343.0,0.06046585938589922
344.0,0.12390185544741264
345.0,0.07339315929897645
347.0,0.38932240015791914
351.0,0.08886073571295337
352.0,0.28961827871076534
355.0,0.1382402390659247
356.0,0.08616563619826856
357.0,0.054383757086317944
358.0,0.006607428930204838
366.0,0.1119848902868863
368.0,0.6397181556098991
372.0,0.36532235300513693
373.0,0.1471382268951214
379.0,0.8740010685707463
381.0,0.4472983434302752
383.0,0.17256430021330635
390.0,0.6103732088424624
391.0,0.11012748927655872
394.0,0.09547042386036585
399.0,0.08385793798564517
403.0,0.3555234683303778
404.0,0.509473534130826
406.0,0.10648207612586184
408.0,0.12114045861796212
409.0,0.12312629162720364
410.0,0.44554333756181136
411.0,0.04227908696421205
415.0,0.4497720726299388
417.0,0.13303789418045392
418.0,0.7984487625391199
422.0,0.23772918678159788
424.0,0.2193744929600003
426.0,0.9626265380416843
428.0,0.06267311478119858
431.0,0.25050929834094937
432.0,0.06866605234705073
433.0,0.8729822075509343
435.0,0.9279630945161688
436.0,0.20563555913540127
438.0,0.22102358410386191
440.0,0.007585817752859137
441.0,0.8044904576923068
442.0,0.7555892196581758
443.0,0.04107341985888571
444.0,0.46415713891531696
447.0,0.32536208625797647
