id,predicted_bern
1.0,0.9423821973016552
6.0,0.00022760711579910745
8.0,0.002966703575830023
10.0,0.30014314998548375
11.0,0.5418933511499429
14.0,0.49071047957645736
16.0,0.5876831999544964
17.0,0.10197577851214044
19.0,0.3144498526206417
20.0,0.23821686461269942
22.0,0.0777363039675897
28.0,0.6283798775634317
30.0,0.8062065181182433
33.0,0.42264772607770285
39.0,1.8628649587210028e-12
42.0,0.4771112783677965
43.0,0.3853984337933275
46.0,0.9147095671079436
50.0,0.696569464732993
51.0,0.2714360008137275
53.0,0.4157208019551516
61.0,0.5064198951882811
62.0,0.5219620061194525
65.0,0.021724991431294863
69.0,0.6092774645000089
70.0,0.3397097846848552
71.0,0.7053538937364853
72.0,8.755118512001681e-13
74.0,0.4381897470131964
81.0,0.44726768614234913
84.0,0.06846775755162228
85.0,0.6505814335795606
87.0,0.31784482380702894
94.0,4.031800773181144e-05
95.0,0.6920069320585723
97.0,0.7075315956807997
98.0,0.2660820042322528
99.0,0.2504695393594732
102.0,0.647591523805667
106.0,0.3584826106509205
115.0,0.6921821837222178
116.0,0.24718412375213616
117.0,0.6116817576328434
118.0,0.34398157854728295
119.0,0.057972385530164476
122.0,0.7163093772729866
126.0,0.002288599760422561
127.0,0.2509344389119714
130.0,0.5646683695215017
131.0,0.259610171989319
132.0,1.173632662802685e-08
133.0,0.4055825860093367
135.0,0.37304366513613113
139.0,0.624254903020384
142.0,0.27535617531040124
145.0,0.8912632954499723
146.0,0.908601970657476
147.0,0.6185283131897887
149.0,0.007363751647394442
156.0,0.20838790182472644
159.0,1.2974719691112472e-12
160.0,0.4149602634035002
161.0,0.711852713252165
163.0,0.22703892295686362
169.0,3.6189243113903186e-11
172.0,0.18317363854345423
174.0,0.68927289467898
178.0,0.5208240274005187
180.0,0.41992890042529696
182.0,0.19589972008505976
185.0,0.6388480001648377
188.0,2.92994758848988e-11
191.0,0.7868463225575083
196.0,0.9591189822833285
197.0,0.38868020513734725
198.0,0.3494318089142364
202.0,0.7054309351442763
203.0,0.5445124972693148
205.0,0.5256811844321309
206.0,0.3409381227235244
207.0,0.7452506769220734
211.0,0.5305637057962683
213.0,0.3039581020459429
214.0,0.43522977619423925
215.0,0.6424692612967127
216.0,0.5468152108388101
218.0,0.6108975257908369
221.0,0.5229963766133722
226.0,0.9099695759203147
229.0,0.5499939978040672
230.0,0.39899811060330187
235.0,0.4169487377374161
236.0,0.42449631866341364
238.0,0.3311299244639874
239.0,0.7799632438713704
241.0,0.2964775261287427
242.0,0.9381601693887635
244.0,5.649438572100558e-05
245.0,0.6111549812436641
249.0,0.48989822805613936
251.0,2.4851189771974452e-08
253.0,0.6541306198845654
254.0,0.4280494208926257
255.0,0.5048124447570175
256.0,0.4234690557494403
261.0,0.6623577835777376
266.0,7.843684279976063e-09
267.0,0.00015491256384938352
268.0,0.41013464034657204
271.0,0.003176931845840508
273.0,0.4010524548061064
274.0,0.6843095103374478
277.0,0.6475878635379175
279.0,0.5012886816056367
281.0,0.004866614855031027
284.0,0.4469386686139575
