id,predicted_rf
1.0,0.7473980594448539
6.0,0.2105745098039216
8.0,0.19711565688360466
10.0,0.1736162982428256
11.0,0.20918278264359594
14.0,0.04514659607935474
16.0,0.20450163635484425
17.0,0.2792429845137149
19.0,0.09275343072348505
20.0,0.17084927957713758
22.0,0.16770587225595399
28.0,0.2767295024512335
30.0,0.4687763157894737
33.0,0.2760980587808418
39.0,0.0500925925925926
42.0,0.1545443689502909
43.0,0.1192143242252199
46.0,0.71953125
50.0,0.12938243396497534
51.0,0.07272003725704576
53.0,0.1433926848170528
61.0,0.063680508205534
62.0,0.2450328084047474
65.0,0.06
69.0,0.5403333333333333
70.0,0.04078491519307109
71.0,0.11982722011974004
72.0,0.03
74.0,0.042327199613679145
81.0,0.08013082937479558
84.0,0.07
85.0,0.1061119734094817
87.0,0.19121214547062287
94.0,0.08033434650455927
95.0,0.08241241355285583
97.0,0.38719101123595506
98.0,0.08114764440167561
99.0,0.1367360311831987
102.0,0.14897655282413014
106.0,0.3022857785521032
115.0,0.6783500000000001
116.0,0.10457350689896305
117.0,0.1003599875120803
118.0,0.02026828038825977
119.0,0.14
122.0,0.1709464487079903
126.0,0.08
127.0,0.30040752586492914
130.0,0.05889565085403956
131.0,0.0474610549148247
132.0,0.3
133.0,0.060242698477992594
135.0,0.03264984777264041
139.0,0.20846877210556616
142.0,0.04027493454958906
145.0,0.5798591549295774
146.0,0.41294980507880297
147.0,0.17697220600791247
149.0,0.09
156.0,0.17509964987936638
159.0,0.01
160.0,0.269526505425782
161.0,0.37166666666666665
163.0,0.25571638695062415
169.0,0.02
172.0,0.05430228731425414
174.0,0.18953513468389763
178.0,0.2917621487817758
180.0,0.08872372687535915
182.0,0.13157723932250956
185.0,0.20196556789958556
188.0,0.0
191.0,0.16177305742757608
196.0,0.5286892942425684
197.0,0.40943810382079215
198.0,0.07225106198828474
202.0,0.18206310002373072
203.0,0.3020833333333333
205.0,0.10819952453054497
206.0,0.21977030390145139
207.0,0.15669617213476192
211.0,0.24581497016509682
213.0,0.06412364162710693
